xx,SITE,OBS_YEAR,REGION,ISLAND,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,SITEVISITID,EXCLUDE_FLAG,METHOD,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_YEAR,ANALYSIS_STRATA,ANALYSIS_SEC,MPA_Name,MPA_Estab_Yr,Protection,TUT2012
122,ASC-0153,2014,MARIAN,Asuncion,4/25/14,Forereef,Deep,19.68702265,145.3875272,7015,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefDeep,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
123,ASC-0158,2014,MARIAN,Asuncion,4/24/14,Forereef,Mid,19.70522739,145.4130055,7006,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
124,ASC-0161,2014,MARIAN,Asuncion,4/24/14,Forereef,Mid,19.68130192,145.4153953,7008,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
125,ASC-0169,2014,MARIAN,Asuncion,4/24/14,Forereef,Deep,19.70667411,145.3966488,7005,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefDeep,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
126,ASC-0170,2014,MARIAN,Asuncion,4/25/14,Forereef,Mid,19.68514225,145.3877231,7031,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
127,ASC-0173,2014,MARIAN,Asuncion,4/25/14,Forereef,Mid,19.67504206,145.4043055,7028,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
128,ASC-0176,2014,MARIAN,Asuncion,4/25/14,Forereef,Mid,19.68125674,145.3891104,7023,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
129,ASC-0177,2014,MARIAN,Asuncion,4/25/14,Forereef,Mid,19.67645952,145.398479,7029,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
130,ASC-0179,2014,MARIAN,Asuncion,4/25/14,Forereef,Mid,19.69867685,145.3912384,7032,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
131,ASC-0182,2014,MARIAN,Asuncion,4/24/14,Forereef,Mid,19.69157319,145.4191126,7007,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
132,ASC-0187,2014,MARIAN,Asuncion,4/24/14,Forereef,Mid,19.67629675,145.409783,6996,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
133,ASC-0191,2014,MARIAN,Asuncion,4/24/14,Forereef,Deep,19.69152482,145.420403,6994,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefDeep,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
134,ASC-0193,2014,MARIAN,Asuncion,4/24/14,Forereef,Mid,19.70793407,145.4039913,6992,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
135,ASC-0195,2014,MARIAN,Asuncion,4/25/14,Forereef,Mid,19.67493687,145.4006045,7022,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
136,ASC-0196,2014,MARIAN,Asuncion,4/24/14,Forereef,Mid,19.70220982,145.4163556,6993,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefMid,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
137,ASC-0202,2014,MARIAN,Asuncion,4/24/14,Forereef,Shallow,19.68443055,145.4171777,6995,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefShallow,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
138,ASC-0206,2014,MARIAN,Asuncion,4/25/14,Forereef,Shallow,19.68394649,145.3896968,7030,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefShallow,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
139,ASC-0207,2014,MARIAN,Asuncion,4/25/14,Forereef,Shallow,19.69588526,145.390848,7024,0,nSPC,Asuncion,0,0,RANDOM,2014,ForereefShallow,Asuncion,Pacific Remote Islands Marine National Monument,2009,Negligible Restriction,NA
140,ATA-0053,2013,CT,Timor Leste,6/18/13,Forereef,Mid,-8.22678868,125.5241346,5836,-1,nSPC,ATA,NA,NA,RANDOM,2013,ForereefMid,ATA,NA,NA,NA,NA
141,ATA-0058,2013,CT,Timor Leste,6/18/13,Forereef,Shallow,-8.2207719,125.5462159,5830,-1,nSPC,ATA,NA,NA,RANDOM,2013,ForereefShallow,ATA,NA,NA,NA,NA
142,ATA-0062,2013,CT,Timor Leste,6/18/13,Forereef,Mid,-8.15301334,125.6024217,5835,-1,nSPC,ATA,NA,NA,RANDOM,2013,ForereefMid,ATA,NA,NA,NA,NA
143,ATA-0063,2013,CT,Timor Leste,6/18/13,Forereef,Shallow,-8.19646027,125.5627068,5828,-1,nSPC,ATA,NA,NA,RANDOM,2013,ForereefShallow,ATA,NA,NA,NA,NA
144,ATA-0066,2013,CT,Timor Leste,6/18/13,Forereef,Mid,-8.21972491,125.5340133,5831,-1,nSPC,ATA,NA,NA,RANDOM,2013,ForereefMid,ATA,NA,NA,NA,NA
145,ATA-0070,2013,CT,Timor Leste,6/18/13,Forereef,Mid,-8.21389169,125.5513343,5834,-1,nSPC,ATA,NA,NA,RANDOM,2013,ForereefMid,ATA,NA,NA,NA,NA
146,ATA-0074,2013,CT,Timor Leste,6/18/13,Forereef,Shallow,-8.17821957,125.5809595,5827,-1,nSPC,ATA,NA,NA,RANDOM,2013,ForereefShallow,ATA,NA,NA,NA,NA
147,ATA-0075,2013,CT,Timor Leste,6/18/13,Forereef,Shallow,-8.17205518,125.5864544,5833,-1,nSPC,ATA,NA,NA,RANDOM,2013,ForereefShallow,ATA,NA,NA,NA,NA
148,ATA-0076,2013,CT,Timor Leste,6/18/13,Forereef,Mid,-8.18486843,125.5736666,5832,-1,nSPC,ATA,NA,NA,RANDOM,2013,ForereefMid,ATA,NA,NA,NA,NA
149,ATA-0077,2013,CT,Timor Leste,6/18/13,Forereef,Shallow,-8.15966154,125.5940917,5829,-1,nSPC,ATA,NA,NA,RANDOM,2013,ForereefShallow,ATA,NA,NA,NA,NA
150,BAK-0004,2008,PRIAs,Baker,2/9/08,Forereef,Mid,0.20593,-176.47943,1250,0,nSPC,Baker,0,0,HAPHAZARD,2008,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
151,BAK-0005,2008,PRIAs,Baker,2/9/08,Forereef,Mid,0.197,-176.4862,1251,0,nSPC,Baker,0,0,HAPHAZARD,2008,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
152,BAK-0011,2008,PRIAs,Baker,2/8/08,Forereef,Mid,0.1989,-176.485,1249,0,nSPC,Baker,0,0,HAPHAZARD,2008,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
153,BAK-0014,2008,PRIAs,Baker,2/9/08,Forereef,Mid,0.20532,-176.47439,1252,0,nSPC,Baker,0,0,HAPHAZARD,2008,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
154,BAK-0100,2010,PRIAs,Baker,2/8/10,Forereef,Mid,0.19746,-176.48543,2125,0,nSPC,Baker,0,0,RANDOM,2010,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
155,BAK-0101,2010,PRIAs,Baker,2/8/10,Forereef,Mid,0.20148,-176.48318,2124,0,nSPC,Baker,0,0,RANDOM,2010,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
156,BAK-0104,2010,PRIAs,Baker,2/8/10,Forereef,Deep,0.19501,-176.48706,2126,0,nSPC,Baker,0,0,RANDOM,2010,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
157,BAK-0105,2010,PRIAs,Baker,2/7/10,Forereef,Deep,0.20655,-176.47949,2121,0,nSPC,Baker,0,0,RANDOM,2010,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
158,BAK-0109,2010,PRIAs,Baker,2/7/10,Forereef,Shallow,0.20364,-176.47369,2117,0,nSPC,Baker,0,0,RANDOM,2010,ForereefShallow,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
159,BAK-0110,2010,PRIAs,Baker,2/7/10,Forereef,Mid,0.20372,-176.47185,2119,0,nSPC,Baker,0,0,RANDOM,2010,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
160,BAK-0111,2010,PRIAs,Baker,2/6/10,Forereef,Mid,0.19856,-176.46338,2102,0,nSPC,Baker,0,0,RANDOM,2010,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
161,BAK-0112,2010,PRIAs,Baker,2/7/10,Forereef,Mid,0.19385,-176.46507,2115,0,nSPC,Baker,0,0,RANDOM,2010,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
162,BAK-0114,2010,PRIAs,Baker,2/7/10,Forereef,Deep,0.19311,-176.45694,2114,0,nSPC,Baker,0,0,RANDOM,2010,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
163,BAK-0115,2010,PRIAs,Baker,2/7/10,Forereef,Deep,0.20153,-176.46416,2120,0,nSPC,Baker,0,0,RANDOM,2010,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
164,BAK-0116,2010,PRIAs,Baker,2/6/10,Forereef,Deep,0.19029,-176.45685,2107,0,nSPC,Baker,0,0,RANDOM,2010,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
165,BAK-0118,2010,PRIAs,Baker,2/7/10,Forereef,Shallow,0.19607,-176.46663,2118,0,nSPC,Baker,0,0,RANDOM,2010,ForereefShallow,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
166,BAK-0121,2010,PRIAs,Baker,2/6/10,Forereef,Mid,0.18924,-176.4662,2108,0,nSPC,Baker,0,0,RANDOM,2010,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
167,BAK-0122,2010,PRIAs,Baker,2/7/10,Forereef,Mid,0.18747,-176.47359,2113,0,nSPC,Baker,0,0,RANDOM,2010,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
168,BAK-0123,2010,PRIAs,Baker,2/7/10,Forereef,Mid,0.18868,-176.48416,2112,0,nSPC,Baker,0,0,RANDOM,2010,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
169,BAK-0124,2010,PRIAs,Baker,2/6/10,Forereef,Deep,0.1867,-176.45917,2101,0,nSPC,Baker,0,0,RANDOM,2010,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
170,BAK-0125,2010,PRIAs,Baker,2/6/10,Forereef,Deep,0.18964,-176.45961,2100,0,nSPC,Baker,0,0,RANDOM,2010,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
171,BAK-0126,2010,PRIAs,Baker,2/6/10,Forereef,Deep,0.18666,-176.46992,2103,0,nSPC,Baker,0,0,RANDOM,2010,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
172,BAK-0127,2010,PRIAs,Baker,2/6/10,Forereef,Shallow,0.18831,-176.47667,2105,0,nSPC,Baker,0,0,RANDOM,2010,ForereefShallow,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
173,BAK-0128,2010,PRIAs,Baker,2/6/10,Forereef,Shallow,0.19144,-176.46838,2104,0,nSPC,Baker,0,0,RANDOM,2010,ForereefShallow,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
174,BAK-0129,2010,PRIAs,Baker,2/6/10,Forereef,Shallow,0.18802,-176.47308,2099,0,nSPC,Baker,0,0,RANDOM,2010,ForereefShallow,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
175,BAK-0132,2012,PRIAs,Baker,3/15/12,Forereef,Shallow,0.19666174,-176.4679113,4301,0,nSPC,Baker,0,0,RANDOM,2012,ForereefShallow,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
176,BAK-0135,2012,PRIAs,Baker,3/15/12,Forereef,Shallow,0.18985832,-176.4696584,4298,0,nSPC,Baker,0,0,RANDOM,2012,ForereefShallow,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
177,BAK-0138,2012,PRIAs,Baker,3/16/12,Forereef,Shallow,0.18828713,-176.4775577,4313,0,nSPC,Baker,0,0,RANDOM,2012,ForereefShallow,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
178,BAK-0145,2012,PRIAs,Baker,3/17/12,Forereef,Shallow,0.19495561,-176.4866443,4322,0,nSPC,Baker,0,0,RANDOM,2012,ForereefShallow,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
179,BAK-0151,2012,PRIAs,Baker,3/15/12,Forereef,Mid,0.20400513,-176.4714922,4296,0,nSPC,Baker,0,0,RANDOM,2012,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
180,BAK-0153,2012,PRIAs,Baker,3/16/12,Forereef,Mid,0.18842954,-176.4804227,4316,0,nSPC,Baker,0,0,RANDOM,2012,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
181,BAK-0156,2012,PRIAs,Baker,3/16/12,Forereef,Mid,0.19336933,-176.4617082,4312,0,nSPC,Baker,0,0,RANDOM,2012,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
182,BAK-0157,2012,PRIAs,Baker,3/15/12,Forereef,Mid,0.20489428,-176.4763561,4300,0,nSPC,Baker,0,0,RANDOM,2012,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
183,BAK-0159,2012,PRIAs,Baker,3/15/12,Forereef,Mid,0.20108781,-176.4660854,4297,0,nSPC,Baker,0,0,RANDOM,2012,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
184,BAK-0161,2012,PRIAs,Baker,3/15/12,Forereef,Mid,0.20140699,-176.4661207,4304,0,nSPC,Baker,0,0,RANDOM,2012,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
185,BAK-0162,2012,PRIAs,Baker,3/17/12,Forereef,Mid,0.19074119,-176.4888142,4325,0,nSPC,Baker,0,0,RANDOM,2012,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
186,BAK-0163,2012,PRIAs,Baker,3/16/12,Forereef,Mid,0.19335466,-176.4649855,4311,0,nSPC,Baker,0,0,RANDOM,2012,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
187,BAK-0171,2012,PRIAs,Baker,3/15/12,Forereef,Mid,0.19458672,-176.4591259,4302,0,nSPC,Baker,0,0,RANDOM,2012,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
188,BAK-0173,2012,PRIAs,Baker,3/15/12,Forereef,Mid,0.19950748,-176.4640195,4303,0,nSPC,Baker,0,0,RANDOM,2012,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
189,BAK-0175,2012,PRIAs,Baker,3/17/12,Forereef,Mid,0.1954804,-176.4866949,4321,0,nSPC,Baker,0,0,RANDOM,2012,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
190,BAK-0177,2012,PRIAs,Baker,3/15/12,Forereef,Deep,0.20657938,-176.4780267,4294,0,nSPC,Baker,0,0,RANDOM,2012,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
191,BAK-0179,2012,PRIAs,Baker,3/16/12,Forereef,Deep,0.19071353,-176.458059,4309,0,nSPC,Baker,0,0,RANDOM,2012,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
192,BAK-0181,2012,PRIAs,Baker,3/15/12,Forereef,Deep,0.20578042,-176.4795407,4299,0,nSPC,Baker,0,0,RANDOM,2012,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
193,BAK-0183,2012,PRIAs,Baker,3/15/12,Forereef,Deep,0.20383489,-176.4683985,4295,0,nSPC,Baker,0,0,RANDOM,2012,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
194,BAK-0185,2012,PRIAs,Baker,3/16/12,Forereef,Deep,0.20003454,-176.4619376,4310,0,nSPC,Baker,0,0,RANDOM,2012,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
195,BAK-0189,2012,PRIAs,Baker,3/17/12,Forereef,Deep,0.19238773,-176.488614,4324,0,nSPC,Baker,0,0,RANDOM,2012,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
196,BAK-0230,2012,PRIAs,Baker,3/17/12,Forereef,Deep,0.19907339,-176.4847809,4320,0,nSPC,Baker,0,0,RANDOM,2012,ForereefDeep,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
197,BAK-0232,2012,PRIAs,Baker,3/17/12,Forereef,Mid,0.2000057,-176.4840654,4323,0,nSPC,Baker,0,0,RANDOM,2012,ForereefMid,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
198,BAK-0242,2012,PRIAs,Baker,3/16/12,Forereef,Shallow,0.18928441,-176.4863708,4314,0,nSPC,Baker,0,0,RANDOM,2012,ForereefShallow,Baker,Baker Island National Wildlife Refuge,1974,Pristine,NA
199,BAU-0001,2013,CT,Timor Leste,6/23/13,Forereef,Mid,-8.41600872,126.4121056,5858,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefMid,BAU,NA,NA,NA,NA
200,BAU-0003,2013,CT,Timor Leste,6/23/13,Forereef,Shallow,-8.44550363,126.4921857,5861,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefShallow,BAU,NA,NA,NA,NA
201,BAU-0006,2013,CT,Timor Leste,6/23/13,Forereef,Mid,-8.43360342,126.4563984,5863,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefMid,BAU,NA,NA,NA,NA
202,BAU-0009,2013,CT,Timor Leste,6/20/13,Forereef,Mid,-8.41959156,126.4270889,5844,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefMid,BAU,NA,NA,NA,NA
203,BAU-0010,2013,CT,Timor Leste,6/20/13,Forereef,Mid,-8.46695602,125.9317342,5851,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefMid,BAU,NA,NA,NA,NA
204,BAU-0014,2013,CT,Timor Leste,6/23/13,Forereef,Shallow,-8.42823615,126.4481848,5864,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefShallow,BAU,NA,NA,NA,NA
205,BAU-0019,2013,CT,Timor Leste,6/23/13,Forereef,Shallow,-8.44240752,126.4775978,5859,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefShallow,BAU,NA,NA,NA,NA
206,BAU-0022,2013,CT,Timor Leste,6/23/13,Forereef,Mid,-8.42210362,126.4412227,5860,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefMid,BAU,NA,NA,NA,NA
207,BAU-0028,2013,CT,Timor Leste,6/23/13,Forereef,Shallow,-8.43897052,126.4675049,5862,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefShallow,BAU,NA,NA,NA,NA
208,BAU-0032,2013,CT,Timor Leste,6/20/13,Forereef,Shallow,-8.42236673,126.3717493,5850,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefShallow,BAU,NA,NA,NA,NA
209,BAU-0034,2013,CT,Timor Leste,6/20/13,Forereef,Mid,-8.44099198,126.3444937,5849,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefMid,BAU,NA,NA,NA,NA
210,BAU-0039,2013,CT,Timor Leste,6/20/13,Forereef,Mid,-8.42505606,126.3839697,5847,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefMid,BAU,NA,NA,NA,NA
211,BAU-0048,2013,CT,Timor Leste,6/20/13,Forereef,Shallow,-8.44955703,126.3291798,5845,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefShallow,BAU,NA,NA,NA,NA
212,BAU-0053,2013,CT,Timor Leste,6/20/13,Forereef,Shallow,-8.41693693,126.4109279,5848,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefShallow,BAU,NA,NA,NA,NA
213,BAU-0059,2013,CT,Timor Leste,6/20/13,Forereef,Mid,-8.42592719,126.3600583,5846,-1,nSPC,BAU,NA,NA,RANDOM,2013,ForereefMid,BAU,NA,NA,NA,NA
214,BOB-0003,2013,CT,Timor Leste,6/14/13,Forereef,Mid,-8.84023553,125.0263596,5802,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefMid,BOB,NA,NA,NA,NA
215,BOB-0005,2013,CT,Timor Leste,6/14/13,Forereef,Mid,-8.84869421,125.0176093,5799,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefMid,BOB,NA,NA,NA,NA
216,BOB-0007,2013,CT,Timor Leste,6/17/13,Forereef,Mid,-8.8057616,125.0870618,5819,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefMid,BOB,NA,NA,NA,NA
217,BOB-0011,2013,CT,Timor Leste,6/14/13,Forereef,Mid,-8.8363796,125.0320512,5798,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefMid,BOB,NA,NA,NA,NA
218,BOB-0014,2013,CT,Timor Leste,6/14/13,Forereef,Shallow,-8.85612527,125.0118115,5795,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefShallow,BOB,NA,NA,NA,NA
219,BOB-0017,2013,CT,Timor Leste,6/14/13,Forereef,Shallow,-8.86227038,125.0066292,5797,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefShallow,BOB,NA,NA,NA,NA
220,BOB-0019,2013,CT,Timor Leste,6/14/13,Forereef,Shallow,-8.85854672,125.0100494,5801,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefShallow,BOB,NA,NA,NA,NA
221,BOB-0020,2013,CT,Timor Leste,6/14/13,Forereef,Mid,-8.8441487,125.0222252,5794,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefMid,BOB,NA,NA,NA,NA
222,BOB-0023,2013,CT,Timor Leste,6/14/13,Forereef,Shallow,-8.83191691,125.0353305,5800,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefShallow,BOB,NA,NA,NA,NA
223,BOB-0080,2013,CT,Timor Leste,6/17/13,Forereef,Shallow,-8.82138127,125.068406,5820,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefShallow,BOB,NA,NA,NA,NA
224,BOB-0082,2013,CT,Timor Leste,6/17/13,Forereef,Mid,-8.81575081,125.0779335,5825,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefMid,BOB,NA,NA,NA,NA
225,BOB-0086,2013,CT,Timor Leste,6/17/13,Forereef,Mid,-8.82752093,125.0531903,5826,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefMid,BOB,NA,NA,NA,NA
226,BOB-0087,2013,CT,Timor Leste,6/17/13,Forereef,Mid,-8.82624345,125.0459931,5822,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefMid,BOB,NA,NA,NA,NA
227,BOB-0088,2013,CT,Timor Leste,6/17/13,Forereef,Shallow,-8.82392652,125.0581032,5823,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefShallow,BOB,NA,NA,NA,NA
228,BOB-0092,2013,CT,Timor Leste,6/17/13,Forereef,Shallow,-8.82496663,125.0560503,5821,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefShallow,BOB,NA,NA,NA,NA
229,BOB-0099,2013,CT,Timor Leste,6/17/13,Forereef,Mid,-8.80998289,125.0828694,5824,-1,nSPC,BOB,NA,NA,RANDOM,2013,ForereefMid,BOB,NA,NA,NA,NA
230,DIL-0001,2013,CT,Timor Leste,6/27/13,Forereef,Shallow,-8.49514,125.8125949,5891,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefShallow,DIL,NA,NA,NA,NA
231,DIL-0004,2013,CT,Timor Leste,6/5/13,Forereef,Mid,-8.49895746,125.7802917,5747,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefMid,DIL,NA,NA,NA,NA
232,DIL-0005,2013,CT,Timor Leste,6/5/13,Forereef,Shallow,-8.4986754,125.7932087,5746,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefShallow,DIL,NA,NA,NA,NA
233,DIL-0007,2013,CT,Timor Leste,6/4/13,Forereef,Shallow,-8.52251471,125.6077338,5732,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefShallow,DIL,NA,NA,NA,NA
234,DIL-0008,2013,CT,Timor Leste,6/5/13,Forereef,Mid,-8.51271417,125.7465844,5748,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefMid,DIL,NA,NA,NA,NA
235,DIL-0010,2013,CT,Timor Leste,6/4/13,Forereef,Mid,-8.52424708,125.6794229,5735,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefMid,DIL,NA,NA,NA,NA
236,DIL-0012,2013,CT,Timor Leste,6/27/13,Forereef,Mid,-8.51266094,125.7440075,5894,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefMid,DIL,NA,NA,NA,NA
237,DIL-0018,2013,CT,Timor Leste,6/5/13,Forereef,Shallow,-8.52016878,125.6125487,5749,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefShallow,DIL,NA,NA,NA,NA
238,DIL-0021,2013,CT,Timor Leste,6/5/13,Forereef,Shallow,-8.48377934,125.8335085,5745,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefShallow,DIL,NA,NA,NA,NA
239,DIL-0022,2013,CT,Timor Leste,6/4/13,Forereef,Shallow,-8.52391566,125.6966602,5734,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefShallow,DIL,NA,NA,NA,NA
240,DIL-0023,2013,CT,Timor Leste,6/4/13,Forereef,Shallow,-8.52222185,125.6472684,5736,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefShallow,DIL,NA,NA,NA,NA
241,DIL-0024,2013,CT,Timor Leste,6/4/13,Forereef,Mid,-8.51840138,125.6212158,5733,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefMid,DIL,NA,NA,NA,NA
242,DIL-0026,2013,CT,Timor Leste,6/5/13,Forereef,Mid,-8.48451426,125.8181865,5744,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefMid,DIL,NA,NA,NA,NA
243,DIL-0031,2013,CT,Timor Leste,6/27/13,Forereef,Shallow,-8.49944537,125.7914566,5896,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefShallow,DIL,NA,NA,NA,NA
244,DIL-0032,2013,CT,Timor Leste,6/27/13,Forereef,Mid,-8.50041163,125.7754119,5897,-1,nSPC,DIL,NA,NA,RANDOM,2013,ForereefMid,DIL,NA,NA,NA,NA
